;case;activity;time;start_timestamp
1296;319;b_1;05/01/2015 04.59.54;05/01/2015 04.59.54
1297;319;e_1;05/01/2015 05.00.04;05/01/2015 05.00.04
1298;319;d_1;05/01/2015 05.00.27;05/01/2015 05.00.27
1299;319;g_1;05/01/2015 05.01.54;05/01/2015 05.01.54
1300;320;b_1;05/01/2015 05.00.09;05/01/2015 05.00.09
1301;320;e_1;05/01/2015 05.01.09;05/01/2015 05.01.09
1302;320;d_1;05/01/2015 05.01.24;05/01/2015 05.01.24
1303;320;g_1;05/01/2015 05.02.50;05/01/2015 05.02.50
1304;321;b_1;05/01/2015 05.00.41;05/01/2015 05.00.41
1305;321;e_1;05/01/2015 05.00.55;05/01/2015 05.00.55
1306;321;d_1;05/01/2015 05.02.09;05/01/2015 05.02.09
1307;321;g_1;05/01/2015 05.03.09;05/01/2015 05.03.09
1308;322;b_1;05/01/2015 05.02.07;05/01/2015 05.02.07
1309;322;d_1;05/01/2015 05.02.27;05/01/2015 05.02.27
1310;322;e_1;05/01/2015 05.04.23;05/01/2015 05.04.23
1311;322;g_1;05/01/2015 05.04.41;05/01/2015 05.04.41
1312;323;b_1;05/01/2015 05.04.59;05/01/2015 05.04.59
1313;323;d_1;05/01/2015 05.05.17;05/01/2015 05.05.17
1314;323;e_1;05/01/2015 05.05.55;05/01/2015 05.05.55
1315;323;g_1;05/01/2015 05.06.01;05/01/2015 05.06.01
1316;324;b_1;05/01/2015 05.05.51;05/01/2015 05.05.51
1317;324;d_1;05/01/2015 05.06.05;05/01/2015 05.06.05
1318;324;e_1;05/01/2015 05.06.56;05/01/2015 05.06.56
1319;324;g_1;05/01/2015 05.08.34;05/01/2015 05.08.34
1320;325;a_1;05/01/2015 05.05.26;05/01/2015 05.05.26
1321;325;c_1;05/01/2015 05.05.45;05/01/2015 05.05.45
1322;325;d_1;05/01/2015 05.06.00;05/01/2015 05.06.00
1323;325;f_1;05/01/2015 05.06.55;05/01/2015 05.06.55
1324;326;b_1;05/01/2015 05.05.32;05/01/2015 05.05.32
1325;326;d_1;05/01/2015 05.05.41;05/01/2015 05.05.41
1326;326;e_1;05/01/2015 05.05.51;05/01/2015 05.05.51
1327;326;g_1;05/01/2015 05.06.08;05/01/2015 05.06.08
1328;327;a_1;05/01/2015 05.08.28;05/01/2015 05.08.28
1329;327;d_1;05/01/2015 05.08.28;05/01/2015 05.08.28
1330;327;c_1;05/01/2015 05.08.31;05/01/2015 05.08.31
1331;327;f_1;05/01/2015 05.11.29;05/01/2015 05.11.29
1332;328;b_1;05/01/2015 05.07.57;05/01/2015 05.07.57
1333;328;e_1;05/01/2015 05.08.05;05/01/2015 05.08.05
1334;328;d_1;05/01/2015 05.08.51;05/01/2015 05.08.51
1335;328;g_1;05/01/2015 05.10.22;05/01/2015 05.10.22
1336;329;a_1;05/01/2015 05.07.53;05/01/2015 05.07.53
1337;329;c_1;05/01/2015 05.08.15;05/01/2015 05.08.15
1338;329;d_1;05/01/2015 05.08.48;05/01/2015 05.08.48
1339;329;f_1;05/01/2015 05.11.08;05/01/2015 05.11.08
1340;330;b_1;05/01/2015 05.10.44;05/01/2015 05.10.44
1341;330;d_1;05/01/2015 05.11.49;05/01/2015 05.11.49
1342;330;e_1;05/01/2015 05.12.15;05/01/2015 05.12.15
1343;330;g_1;05/01/2015 05.13.59;05/01/2015 05.13.59
1344;331;a_1;05/01/2015 05.09.45;05/01/2015 05.09.45
1345;331;d_1;05/01/2015 05.09.46;05/01/2015 05.09.46
1346;331;c_1;05/01/2015 05.09.51;05/01/2015 05.09.51
1347;331;f_1;05/01/2015 05.13.12;05/01/2015 05.13.12
1348;332;b_1;05/01/2015 05.10.48;05/01/2015 05.10.48
1349;332;e_1;05/01/2015 05.11.18;05/01/2015 05.11.18
1350;332;d_1;05/01/2015 05.12.13;05/01/2015 05.12.13
1351;332;g_1;05/01/2015 05.16.53;05/01/2015 05.16.53
1352;333;a_1;05/01/2015 05.11.50;05/01/2015 05.11.50
1353;333;d_1;05/01/2015 05.11.59;05/01/2015 05.11.59
1354;333;c_1;05/01/2015 05.13.36;05/01/2015 05.13.36
1355;333;f_1;05/01/2015 05.14.48;05/01/2015 05.14.48
1356;334;b_1;05/01/2015 05.15.12;05/01/2015 05.15.12
1357;334;e_1;05/01/2015 05.15.14;05/01/2015 05.15.14
1358;334;d_1;05/01/2015 05.15.37;05/01/2015 05.15.37
1359;334;g_1;05/01/2015 05.17.13;05/01/2015 05.17.13
1360;335;a_1;05/01/2015 05.16.10;05/01/2015 05.16.10
1361;335;d_1;05/01/2015 05.16.25;05/01/2015 05.16.25
1362;335;c_1;05/01/2015 05.16.59;05/01/2015 05.16.59
1363;335;f_1;05/01/2015 05.17.58;05/01/2015 05.17.58
1364;336;a_1;05/01/2015 05.14.04;05/01/2015 05.14.04
1365;336;c_1;05/01/2015 05.14.08;05/01/2015 05.14.08
1366;336;d_1;05/01/2015 05.15.05;05/01/2015 05.15.05
1367;336;f_1;05/01/2015 05.16.29;05/01/2015 05.16.29
1368;337;a_1;05/01/2015 05.15.02;05/01/2015 05.15.02
1369;337;d_1;05/01/2015 05.15.29;05/01/2015 05.15.29
1370;337;c_1;05/01/2015 05.15.43;05/01/2015 05.15.43
1371;337;f_1;05/01/2015 05.17.48;05/01/2015 05.17.48
1372;338;b_1;05/01/2015 05.14.52;05/01/2015 05.14.52
1373;338;d_1;05/01/2015 05.15.01;05/01/2015 05.15.01
1374;338;e_1;05/01/2015 05.15.11;05/01/2015 05.15.11
1375;338;g_1;05/01/2015 05.16.11;05/01/2015 05.16.11
1376;339;a_1;05/01/2015 05.15.11;05/01/2015 05.15.11
1377;339;d_1;05/01/2015 05.16.01;05/01/2015 05.16.01
1378;339;c_1;05/01/2015 05.16.13;05/01/2015 05.16.13
1379;339;f_1;05/01/2015 05.16.39;05/01/2015 05.16.39
1380;340;a_1;05/01/2015 05.17.46;05/01/2015 05.17.46
1381;340;d_1;05/01/2015 05.17.54;05/01/2015 05.17.54
1382;340;c_1;05/01/2015 05.19.12;05/01/2015 05.19.12
1383;340;f_1;05/01/2015 05.19.51;05/01/2015 05.19.51
1384;341;b_1;05/01/2015 05.22.11;05/01/2015 05.22.11
1385;341;e_1;05/01/2015 05.24.03;05/01/2015 05.24.03
1386;341;d_1;05/01/2015 05.24.52;05/01/2015 05.24.52
1387;341;g_1;05/01/2015 05.26.04;05/01/2015 05.26.04
1388;342;a_1;05/01/2015 05.18.31;05/01/2015 05.18.31
1389;342;d_1;05/01/2015 05.18.45;05/01/2015 05.18.45
1390;342;x_1;05/01/2015 05.20.35;05/01/2015 05.20.35
1391;342;c_1;05/01/2015 05.20.35;05/01/2015 05.20.35
1392;342;f_1;05/01/2015 05.20.59;05/01/2015 05.20.59
1393;343;a_1;05/01/2015 05.19.19;05/01/2015 05.19.19
1394;343;d_1;05/01/2015 05.19.29;05/01/2015 05.19.29
1395;343;c_1;05/01/2015 05.19.33;05/01/2015 05.19.33
1396;343;f_1;05/01/2015 05.21.26;05/01/2015 05.21.26
1397;344;b_1;05/01/2015 05.20.37;05/01/2015 05.20.37
1398;344;e_1;05/01/2015 05.20.56;05/01/2015 05.20.56
1399;344;d_1;05/01/2015 05.24.47;05/01/2015 05.24.47
1400;344;g_1;05/01/2015 05.25.56;05/01/2015 05.25.56
1401;345;a_1;05/01/2015 05.21.55;05/01/2015 05.21.55
1402;345;c_1;05/01/2015 05.21.58;05/01/2015 05.21.58
1403;345;d_1;05/01/2015 05.22.04;05/01/2015 05.22.04
1404;345;f_1;05/01/2015 05.25.52;05/01/2015 05.25.52
1405;346;a_1;05/01/2015 05.22.04;05/01/2015 05.22.04
1406;346;c_1;05/01/2015 05.22.08;05/01/2015 05.22.08
1407;346;d_1;05/01/2015 05.22.17;05/01/2015 05.22.17
1408;346;f_1;05/01/2015 05.24.09;05/01/2015 05.24.09
1409;347;a_1;05/01/2015 05.24.28;05/01/2015 05.24.28
1410;347;c_1;05/01/2015 05.25.51;05/01/2015 05.25.51
1411;347;d_1;05/01/2015 05.26.15;05/01/2015 05.26.15
1412;347;f_1;05/01/2015 05.27.34;05/01/2015 05.27.34
1413;348;b_1;05/01/2015 05.24.48;05/01/2015 05.24.48
1414;348;d_1;05/01/2015 05.25.10;05/01/2015 05.25.10
1415;348;e_1;05/01/2015 05.27.42;05/01/2015 05.27.42
1416;348;g_1;05/01/2015 05.27.59;05/01/2015 05.27.59
1417;349;a_1;05/01/2015 05.26.16;05/01/2015 05.26.16
1418;349;c_1;05/01/2015 05.26.32;05/01/2015 05.26.32
1419;349;d_1;05/01/2015 05.27.01;05/01/2015 05.27.01
1420;349;f_1;05/01/2015 05.27.22;05/01/2015 05.27.22
1421;350;b_1;05/01/2015 05.26.50;05/01/2015 05.26.50
1422;350;e_1;05/01/2015 05.28.11;05/01/2015 05.28.11
1423;350;d_1;05/01/2015 05.28.26;05/01/2015 05.28.26
1424;350;g_1;05/01/2015 05.29.05;05/01/2015 05.29.05
1425;351;a_1;05/01/2015 05.30.02;05/01/2015 05.30.02
1426;351;c_1;05/01/2015 05.30.50;05/01/2015 05.30.50
1427;351;d_1;05/01/2015 05.32.45;05/01/2015 05.32.45
1428;351;f_1;05/01/2015 05.32.46;05/01/2015 05.32.46
1429;352;b_1;05/01/2015 05.27.25;05/01/2015 05.27.25
1430;352;e_1;05/01/2015 05.27.26;05/01/2015 05.27.26
1431;352;d_1;05/01/2015 05.28.48;05/01/2015 05.28.48
1432;352;g_1;05/01/2015 05.29.22;05/01/2015 05.29.22
1433;353;b_1;05/01/2015 05.27.50;05/01/2015 05.27.50
1434;353;e_1;05/01/2015 05.28.14;05/01/2015 05.28.14
1435;353;d_1;05/01/2015 05.28.46;05/01/2015 05.28.46
1436;353;g_1;05/01/2015 05.31.57;05/01/2015 05.31.57
1437;354;a_1;05/01/2015 05.29.31;05/01/2015 05.29.31
1438;354;d_1;05/01/2015 05.29.42;05/01/2015 05.29.42
1439;354;c_1;05/01/2015 05.29.46;05/01/2015 05.29.46
1440;354;f_1;05/01/2015 05.30.23;05/01/2015 05.30.23
1441;355;a_1;05/01/2015 05.28.10;05/01/2015 05.28.10
1442;355;d_1;05/01/2015 05.28.31;05/01/2015 05.28.31
1443;355;c_1;05/01/2015 05.29.09;05/01/2015 05.29.09
1444;355;f_1;05/01/2015 05.29.15;05/01/2015 05.29.15
1445;356;b_1;05/01/2015 05.28.06;05/01/2015 05.28.06
1446;356;e_1;05/01/2015 05.28.22;05/01/2015 05.28.22
1447;356;d_1;05/01/2015 05.29.13;05/01/2015 05.29.13
1448;356;g_1;05/01/2015 05.29.49;05/01/2015 05.29.49
1449;357;b_1;05/01/2015 05.27.57;05/01/2015 05.27.57
1450;357;e_1;05/01/2015 05.29.02;05/01/2015 05.29.02
1451;357;d_1;05/01/2015 05.32.03;05/01/2015 05.32.03
1452;357;g_1;05/01/2015 05.33.59;05/01/2015 05.33.59
1453;358;a_1;05/01/2015 05.29.05;05/01/2015 05.29.05
1454;358;c_1;05/01/2015 05.29.50;05/01/2015 05.29.50
1455;358;d_1;05/01/2015 05.30.23;05/01/2015 05.30.23
1456;358;f_1;05/01/2015 05.30.52;05/01/2015 05.30.52
1457;359;a_1;05/01/2015 05.29.43;05/01/2015 05.29.43
1458;359;c_1;05/01/2015 05.30.02;05/01/2015 05.30.02
1459;359;d_1;05/01/2015 05.31.12;05/01/2015 05.31.12
1460;359;f_1;05/01/2015 05.34.41;05/01/2015 05.34.41
1461;360;a_1;05/01/2015 05.29.30;05/01/2015 05.29.30
1462;360;d_1;05/01/2015 05.29.51;05/01/2015 05.29.51
1463;360;x_1;05/01/2015 05.31.01;05/01/2015 05.31.01
1464;360;c_1;05/01/2015 05.31.01;05/01/2015 05.31.01
1465;360;f_1;05/01/2015 05.31.23;05/01/2015 05.31.23
1466;361;a_1;05/01/2015 05.31.25;05/01/2015 05.31.25
1467;361;c_1;05/01/2015 05.31.29;05/01/2015 05.31.29
1468;361;d_1;05/01/2015 05.31.29;05/01/2015 05.31.29
1469;361;f_1;05/01/2015 05.32.17;05/01/2015 05.32.17
1470;362;b_1;05/01/2015 05.34.58;05/01/2015 05.34.58
1471;362;d_1;05/01/2015 05.35.06;05/01/2015 05.35.06
1472;362;e_1;05/01/2015 05.35.14;05/01/2015 05.35.14
1473;362;g_1;05/01/2015 05.36.04;05/01/2015 05.36.04
1474;363;b_1;05/01/2015 05.33.19;05/01/2015 05.33.19
1475;363;e_1;05/01/2015 05.33.22;05/01/2015 05.33.22
1476;363;d_1;05/01/2015 05.35.46;05/01/2015 05.35.46
1477;363;g_1;05/01/2015 05.37.35;05/01/2015 05.37.35
1478;364;b_1;05/01/2015 05.32.32;05/01/2015 05.32.32
1479;364;d_1;05/01/2015 05.34.09;05/01/2015 05.34.09
1480;364;e_1;05/01/2015 05.35.13;05/01/2015 05.35.13
1481;364;g_1;05/01/2015 05.36.32;05/01/2015 05.36.32
1482;365;a_1;05/01/2015 05.33.43;05/01/2015 05.33.43
1483;365;d_1;05/01/2015 05.33.52;05/01/2015 05.33.52
1484;365;x_1;05/01/2015 05.35.27;05/01/2015 05.35.27
1485;365;c_1;05/01/2015 05.35.27;05/01/2015 05.35.27
1486;365;f_1;05/01/2015 05.37.06;05/01/2015 05.37.06
1487;366;b_1;05/01/2015 05.33.53;05/01/2015 05.33.53
1488;366;e_1;05/01/2015 05.34.34;05/01/2015 05.34.34
1489;366;d_1;05/01/2015 05.34.43;05/01/2015 05.34.43
1490;366;g_1;05/01/2015 05.36.20;05/01/2015 05.36.20
1491;367;a_1;05/01/2015 05.40.06;05/01/2015 05.40.06
1492;367;c_1;05/01/2015 05.41.00;05/01/2015 05.41.00
1493;367;d_1;05/01/2015 05.43.09;05/01/2015 05.43.09
1494;367;f_1;05/01/2015 05.45.57;05/01/2015 05.45.57
1495;368;b_1;05/01/2015 05.43.17;05/01/2015 05.43.17
1496;368;d_1;05/01/2015 05.43.54;05/01/2015 05.43.54
1497;368;e_1;05/01/2015 05.44.22;05/01/2015 05.44.22
1498;368;g_1;05/01/2015 05.45.49;05/01/2015 05.45.49
1499;369;a_1;05/01/2015 05.44.01;05/01/2015 05.44.01
1500;369;d_1;05/01/2015 05.44.10;05/01/2015 05.44.10
1501;369;c_1;05/01/2015 05.46.15;05/01/2015 05.46.15
1502;369;f_1;05/01/2015 05.46.32;05/01/2015 05.46.32
1503;370;a_1;05/01/2015 05.43.34;05/01/2015 05.43.34
1504;370;c_1;05/01/2015 05.45.09;05/01/2015 05.45.09
1505;370;d_1;05/01/2015 05.45.52;05/01/2015 05.45.52
1506;370;f_1;05/01/2015 05.50.20;05/01/2015 05.50.20
1507;371;a_1;05/01/2015 05.43.04;05/01/2015 05.43.04
1508;371;c_1;05/01/2015 05.43.46;05/01/2015 05.43.46
1509;371;d_1;05/01/2015 05.48.10;05/01/2015 05.48.10
1510;371;f_1;05/01/2015 05.50.38;05/01/2015 05.50.38
1511;372;a_1;05/01/2015 05.44.25;05/01/2015 05.44.25
1512;372;d_1;05/01/2015 05.44.26;05/01/2015 05.44.26
1513;372;c_1;05/01/2015 05.47.09;05/01/2015 05.47.09
1514;372;f_1;05/01/2015 05.48.43;05/01/2015 05.48.43
1515;373;a_1;05/01/2015 05.46.33;05/01/2015 05.46.33
1516;373;d_1;05/01/2015 05.46.40;05/01/2015 05.46.40
1517;373;c_1;05/01/2015 05.46.45;05/01/2015 05.46.45
1518;373;f_1;05/01/2015 05.47.53;05/01/2015 05.47.53
1519;374;b_1;05/01/2015 05.48.03;05/01/2015 05.48.03
1520;374;e_1;05/01/2015 05.48.10;05/01/2015 05.48.10
1521;374;d_1;05/01/2015 05.48.27;05/01/2015 05.48.27
1522;374;g_1;05/01/2015 05.49.40;05/01/2015 05.49.40
1523;375;b_1;05/01/2015 05.51.15;05/01/2015 05.51.15
1524;375;e_1;05/01/2015 05.51.35;05/01/2015 05.51.35
1525;375;d_1;05/01/2015 05.52.00;05/01/2015 05.52.00
1526;375;g_1;05/01/2015 05.52.10;05/01/2015 05.52.10
1527;376;b_1;05/01/2015 05.52.01;05/01/2015 05.52.01
1528;376;d_1;05/01/2015 05.52.36;05/01/2015 05.52.36
1529;376;e_1;05/01/2015 05.53.32;05/01/2015 05.53.32
1530;376;g_1;05/01/2015 05.54.53;05/01/2015 05.54.53
1531;377;b_1;05/01/2015 05.50.51;05/01/2015 05.50.51
1532;377;d_1;05/01/2015 05.51.14;05/01/2015 05.51.14
1533;377;e_1;05/01/2015 05.51.31;05/01/2015 05.51.31
1534;377;g_1;05/01/2015 05.54.04;05/01/2015 05.54.04
1535;378;a_1;05/01/2015 05.52.02;05/01/2015 05.52.02
1536;378;c_1;05/01/2015 05.52.51;05/01/2015 05.52.51
1537;378;d_1;05/01/2015 05.56.09;05/01/2015 05.56.09
1538;378;f_1;05/01/2015 05.57.32;05/01/2015 05.57.32
1539;379;a_1;05/01/2015 05.51.32;05/01/2015 05.51.32
1540;379;c_1;05/01/2015 05.51.47;05/01/2015 05.51.47
1541;379;d_1;05/01/2015 05.52.07;05/01/2015 05.52.07
1542;379;f_1;05/01/2015 05.53.17;05/01/2015 05.53.17
1543;380;a_1;05/01/2015 05.55.14;05/01/2015 05.55.14
1544;380;d_1;05/01/2015 05.57.44;05/01/2015 05.57.44
1545;380;c_1;05/01/2015 05.58.23;05/01/2015 05.58.23
1546;380;f_1;05/01/2015 06.00.02;05/01/2015 06.00.02
1547;381;b_1;05/01/2015 05.56.27;05/01/2015 05.56.27
1548;381;e_1;05/01/2015 05.57.39;05/01/2015 05.57.39
1549;381;d_1;05/01/2015 06.02.33;05/01/2015 06.02.33
1550;381;g_1;05/01/2015 06.02.42;05/01/2015 06.02.42
1551;382;b_1;05/01/2015 05.57.09;05/01/2015 05.57.09
1552;382;e_1;05/01/2015 05.57.27;05/01/2015 05.57.27
1553;382;d_1;05/01/2015 05.58.10;05/01/2015 05.58.10
1554;382;g_1;05/01/2015 05.58.43;05/01/2015 05.58.43
1555;383;b_1;05/01/2015 06.00.43;05/01/2015 06.00.43
1556;383;d_1;05/01/2015 06.00.50;05/01/2015 06.00.50
1557;383;e_1;05/01/2015 06.01.54;05/01/2015 06.01.54
1558;383;g_1;05/01/2015 06.02.24;05/01/2015 06.02.24
1559;384;a_1;05/01/2015 06.01.17;05/01/2015 06.01.17
1560;384;d_1;05/01/2015 06.01.31;05/01/2015 06.01.31
1561;384;c_1;05/01/2015 06.01.43;05/01/2015 06.01.43
1562;384;f_1;05/01/2015 06.02.26;05/01/2015 06.02.26
1563;385;b_1;05/01/2015 06.01.31;05/01/2015 06.01.31
1564;385;e_1;05/01/2015 06.02.16;05/01/2015 06.02.16
1565;385;d_1;05/01/2015 06.02.29;05/01/2015 06.02.29
1566;385;g_1;05/01/2015 06.04.39;05/01/2015 06.04.39
1567;386;a_1;05/01/2015 06.03.33;05/01/2015 06.03.33
1568;386;d_1;05/01/2015 06.03.34;05/01/2015 06.03.34
1569;386;c_1;05/01/2015 06.05.25;05/01/2015 06.05.25
1570;386;f_1;05/01/2015 06.05.37;05/01/2015 06.05.37
1571;387;a_1;05/01/2015 06.07.10;05/01/2015 06.07.10
1572;387;d_1;05/01/2015 06.07.11;05/01/2015 06.07.11
1573;387;c_1;05/01/2015 06.08.11;05/01/2015 06.08.11
1574;387;f_1;05/01/2015 06.08.45;05/01/2015 06.08.45
1575;388;b_1;05/01/2015 06.08.48;05/01/2015 06.08.48
1576;388;d_1;05/01/2015 06.08.59;05/01/2015 06.08.59
1577;388;e_1;05/01/2015 06.10.06;05/01/2015 06.10.06
1578;388;g_1;05/01/2015 06.11.19;05/01/2015 06.11.19
1579;389;a_1;05/01/2015 06.14.20;05/01/2015 06.14.20
1580;389;c_1;05/01/2015 06.14.31;05/01/2015 06.14.31
1581;389;d_1;05/01/2015 06.15.50;05/01/2015 06.15.50
1582;389;f_1;05/01/2015 06.18.21;05/01/2015 06.18.21
1583;390;a_1;05/01/2015 06.13.42;05/01/2015 06.13.42
1584;390;c_1;05/01/2015 06.13.45;05/01/2015 06.13.45
1585;390;d_1;05/01/2015 06.14.53;05/01/2015 06.14.53
1586;390;f_1;05/01/2015 06.15.03;05/01/2015 06.15.03
1587;391;b_1;05/01/2015 06.14.26;05/01/2015 06.14.26
1588;391;e_1;05/01/2015 06.14.38;05/01/2015 06.14.38
1589;391;d_1;05/01/2015 06.14.59;05/01/2015 06.14.59
1590;391;g_1;05/01/2015 06.16.02;05/01/2015 06.16.02
1591;392;b_1;05/01/2015 06.14.04;05/01/2015 06.14.04
1592;392;e_1;05/01/2015 06.15.17;05/01/2015 06.15.17
1593;392;d_1;05/01/2015 06.15.47;05/01/2015 06.15.47
1594;392;g_1;05/01/2015 06.18.24;05/01/2015 06.18.24
1595;393;a_1;05/01/2015 06.14.41;05/01/2015 06.14.41
1596;393;d_1;05/01/2015 06.14.47;05/01/2015 06.14.47
1597;393;c_1;05/01/2015 06.16.48;05/01/2015 06.16.48
1598;393;f_1;05/01/2015 06.18.50;05/01/2015 06.18.50
1599;394;b_1;05/01/2015 06.15.34;05/01/2015 06.15.34
1600;394;e_1;05/01/2015 06.16.03;05/01/2015 06.16.03
1601;394;d_1;05/01/2015 06.16.51;05/01/2015 06.16.51
1602;394;g_1;05/01/2015 06.16.59;05/01/2015 06.16.59
1603;395;b_1;05/01/2015 06.18.34;05/01/2015 06.18.34
1604;395;e_1;05/01/2015 06.21.38;05/01/2015 06.21.38
1605;395;d_1;05/01/2015 06.23.17;05/01/2015 06.23.17
1606;395;g_1;05/01/2015 06.23.40;05/01/2015 06.23.40
1607;396;b_1;05/01/2015 06.18.13;05/01/2015 06.18.13
1608;396;e_1;05/01/2015 06.18.31;05/01/2015 06.18.31
1609;396;d_1;05/01/2015 06.18.56;05/01/2015 06.18.56
1610;396;g_1;05/01/2015 06.22.12;05/01/2015 06.22.12
1611;397;a_1;05/01/2015 06.18.27;05/01/2015 06.18.27
1612;397;c_1;05/01/2015 06.18.33;05/01/2015 06.18.33
1613;397;d_1;05/01/2015 06.18.33;05/01/2015 06.18.33
1614;397;f_1;05/01/2015 06.19.57;05/01/2015 06.19.57
1615;398;b_1;05/01/2015 06.20.04;05/01/2015 06.20.04
1616;398;e_1;05/01/2015 06.20.20;05/01/2015 06.20.20
1617;398;d_1;05/01/2015 06.20.40;05/01/2015 06.20.40
1618;398;g_1;05/01/2015 06.20.43;05/01/2015 06.20.43
1619;399;a_1;05/01/2015 06.22.29;05/01/2015 06.22.29
1620;399;c_1;05/01/2015 06.23.04;05/01/2015 06.23.04
1621;399;d_1;05/01/2015 06.23.18;05/01/2015 06.23.18
1622;399;f_1;05/01/2015 06.24.11;05/01/2015 06.24.11
1623;400;b_1;05/01/2015 06.27.14;05/01/2015 06.27.14
1624;400;e_1;05/01/2015 06.27.42;05/01/2015 06.27.42
1625;400;d_1;05/01/2015 06.28.18;05/01/2015 06.28.18
1626;400;g_1;05/01/2015 06.29.29;05/01/2015 06.29.29
1627;401;a_1;05/01/2015 06.27.48;05/01/2015 06.27.48
1628;401;d_1;05/01/2015 06.28.08;05/01/2015 06.28.08
1629;401;c_1;05/01/2015 06.28.13;05/01/2015 06.28.13
1630;401;f_1;05/01/2015 06.30.00;05/01/2015 06.30.00
1631;402;b_1;05/01/2015 06.34.24;05/01/2015 06.34.24
1632;402;e_1;05/01/2015 06.35.17;05/01/2015 06.35.17
1633;402;d_1;05/01/2015 06.35.29;05/01/2015 06.35.29
1634;402;g_1;05/01/2015 06.35.40;05/01/2015 06.35.40
1635;403;b_1;05/01/2015 06.30.27;05/01/2015 06.30.27
1636;403;d_1;05/01/2015 06.30.58;05/01/2015 06.30.58
1637;403;e_1;05/01/2015 06.33.14;05/01/2015 06.33.14
1638;403;g_1;05/01/2015 06.33.43;05/01/2015 06.33.43
1639;404;b_1;05/01/2015 06.31.49;05/01/2015 06.31.49
1640;404;e_1;05/01/2015 06.32.04;05/01/2015 06.32.04
1641;404;d_1;05/01/2015 06.32.35;05/01/2015 06.32.35
1642;404;g_1;05/01/2015 06.34.06;05/01/2015 06.34.06
1643;405;b_1;05/01/2015 06.33.22;05/01/2015 06.33.22
1644;405;e_1;05/01/2015 06.34.10;05/01/2015 06.34.10
1645;405;d_1;05/01/2015 06.35.00;05/01/2015 06.35.00
1646;405;g_1;05/01/2015 06.35.09;05/01/2015 06.35.09
1647;406;a_1;05/01/2015 06.32.41;05/01/2015 06.32.41
1648;406;d_1;05/01/2015 06.33.25;05/01/2015 06.33.25
1649;406;c_1;05/01/2015 06.33.49;05/01/2015 06.33.49
1650;406;f_1;05/01/2015 06.35.28;05/01/2015 06.35.28
1651;407;b_1;05/01/2015 06.34.32;05/01/2015 06.34.32
1652;407;d_1;05/01/2015 06.35.12;05/01/2015 06.35.12
1653;407;e_1;05/01/2015 06.35.15;05/01/2015 06.35.15
1654;407;g_1;05/01/2015 06.36.04;05/01/2015 06.36.04
1655;408;a_1;05/01/2015 06.34.08;05/01/2015 06.34.08
1656;408;d_1;05/01/2015 06.35.48;05/01/2015 06.35.48
1657;408;c_1;05/01/2015 06.38.41;05/01/2015 06.38.41
1658;408;f_1;05/01/2015 06.39.04;05/01/2015 06.39.04
1659;409;a_1;05/01/2015 06.34.20;05/01/2015 06.34.20
1660;409;c_1;05/01/2015 06.34.26;05/01/2015 06.34.26
1661;409;d_1;05/01/2015 06.34.55;05/01/2015 06.34.55
1662;409;f_1;05/01/2015 06.36.05;05/01/2015 06.36.05
1663;410;b_1;05/01/2015 06.37.51;05/01/2015 06.37.51
1664;410;e_1;05/01/2015 06.37.59;05/01/2015 06.37.59
1665;410;d_1;05/01/2015 06.38.40;05/01/2015 06.38.40
1666;410;g_1;05/01/2015 06.39.04;05/01/2015 06.39.04
1667;411;a_1;05/01/2015 06.36.20;05/01/2015 06.36.20
1668;411;c_1;05/01/2015 06.36.28;05/01/2015 06.36.28
1669;411;d_1;05/01/2015 06.36.28;05/01/2015 06.36.28
1670;411;f_1;05/01/2015 06.37.21;05/01/2015 06.37.21
1671;412;b_1;05/01/2015 06.36.54;05/01/2015 06.36.54
1672;412;e_1;05/01/2015 06.38.01;05/01/2015 06.38.01
1673;412;d_1;05/01/2015 06.38.19;05/01/2015 06.38.19
1674;412;g_1;05/01/2015 06.38.20;05/01/2015 06.38.20
1675;413;b_1;05/01/2015 06.37.02;05/01/2015 06.37.02
1676;413;d_1;05/01/2015 06.37.21;05/01/2015 06.37.21
1677;413;e_1;05/01/2015 06.37.25;05/01/2015 06.37.25
1678;413;g_1;05/01/2015 06.39.06;05/01/2015 06.39.06
1679;414;b_1;05/01/2015 06.38.05;05/01/2015 06.38.05
1680;414;d_1;05/01/2015 06.38.17;05/01/2015 06.38.17
1681;414;e_1;05/01/2015 06.39.48;05/01/2015 06.39.48
1682;414;g_1;05/01/2015 06.41.26;05/01/2015 06.41.26
1683;415;b_1;05/01/2015 06.38.15;05/01/2015 06.38.15
1684;415;e_1;05/01/2015 06.39.53;05/01/2015 06.39.53
1685;415;d_1;05/01/2015 06.40.08;05/01/2015 06.40.08
1686;415;g_1;05/01/2015 06.41.36;05/01/2015 06.41.36
1687;416;a_1;05/01/2015 06.37.07;05/01/2015 06.37.07
1688;416;d_1;05/01/2015 06.37.39;05/01/2015 06.37.39
1689;416;c_1;05/01/2015 06.38.15;05/01/2015 06.38.15
1690;416;f_1;05/01/2015 06.39.26;05/01/2015 06.39.26
1691;417;a_1;05/01/2015 06.38.37;05/01/2015 06.38.37
1692;417;d_1;05/01/2015 06.38.49;05/01/2015 06.38.49
1693;417;c_1;05/01/2015 06.39.23;05/01/2015 06.39.23
1694;417;f_1;05/01/2015 06.39.36;05/01/2015 06.39.36
